City,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Case_Closed
Bangalore,IDENTITY THEFT,63,F,Poison,Yes
Nagpur,ARSON,71,F,Knife,Yes
Bangalore,FIREARM OFFENSE,46,F,Blunt Object,Yes
Bhopal,BURGLARY,60,M,Firearm,Yes
Delhi,DRUG OFFENSE,73,M,Knife,Yes
Delhi,VANDALISM,15,F,Explosives,No
Delhi,VEHICLE - STOLEN,21,M,Other,No
Delhi,CYBERCRIME,36,F,Explosives,No
Kolkata,TRAFFIC VIOLATION,25,M,Firearm,No
Mumbai,BURGLARY,67,F,Other,Yes
Mumbai,VANDALISM,53,F,Other,Yes
Ahmedabad,COUNTERFEITING,21,M,Poison,No
Ludhiana,ASSAULT,25,M,Poison,No
Bhopal,SEXUAL ASSAULT,11,M,Blunt Object,No
Delhi,ASSAULT,12,M,Knife,No
Delhi,ASSAULT,78,M,Explosives,No
Delhi,ILLEGAL POSSESSION,22,F,Firearm,No
Kolkata,EXTORTION,35,F,Knife,No
Bhopal,COUNTERFEITING,76,F,Knife,No
Ahmedabad,VEHICLE - STOLEN,23,F,Blunt Object,No
Nashik,FIREARM OFFENSE,44,F,Explosives,No
Kolkata,COUNTERFEITING,32,M,Firearm,No
Hyderabad,CYBERCRIME,22,F,Firearm,Yes
Bangalore,ROBBERY,22,M,Explosives,No
Delhi,SEXUAL ASSAULT,12,F,Blunt Object,No
Chennai,DOMESTIC VIOLENCE,34,F,Poison,No
Kanpur,KIDNAPPING,63,M,Explosives,Yes
Mumbai,FRAUD,30,F,Blunt Object,No
Delhi,FIREARM OFFENSE,26,F,Explosives,No
Delhi,BURGLARY,14,F,Firearm,No
Bangalore,EXTORTION,72,F,Poison,Yes
Delhi,ASSAULT,48,F,Other,Yes
Ahmedabad,TRAFFIC VIOLATION,59,F,Blunt Object,Yes
Hyderabad,VANDALISM,12,F,Knife,Yes
Ahmedabad,TRAFFIC VIOLATION,51,F,Blunt Object,Yes
Hyderabad,DOMESTIC VIOLENCE,71,F,Other,Yes
Visakhapatnam,KIDNAPPING,70,M,Other,Yes
Bangalore,EXTORTION,37,F,Explosives,Yes
Mumbai,SHOPLIFTING,70,F,Explosives,No
Pune,DOMESTIC VIOLENCE,25,F,Poison,Yes
Ahmedabad,FRAUD,30,M,Explosives,No
Delhi,PUBLIC INTOXICATION,69,F,Firearm,Yes
Hyderabad,TRAFFIC VIOLATION,62,F,Blunt Object,Yes
Thane,VANDALISM,46,F,Poison,Yes
Bhopal,DOMESTIC VIOLENCE,43,F,Explosives,No
Hyderabad,VANDALISM,29,M,Poison,Yes
Bhopal,ILLEGAL POSSESSION,14,F,Firearm,No
Kanpur,BURGLARY,57,F,Explosives,No
Meerut,FRAUD,29,F,Firearm,Yes
Meerut,HOMICIDE,42,F,None,Yes
Delhi,ROBBERY,62,F,None,No
Nagpur,KIDNAPPING,30,F,Explosives,Yes
Pune,IDENTITY THEFT,43,F,Knife,Yes
Bangalore,VANDALISM,63,F,Firearm,No
Surat,COUNTERFEITING,45,M,Blunt Object,No
Ahmedabad,FIREARM OFFENSE,75,F,None,Yes
Bhopal,ASSAULT,61,F,None,No
Mumbai,DOMESTIC VIOLENCE,51,F,Knife,Yes
Delhi,ILLEGAL POSSESSION,52,F,Poison,Yes
Lucknow,VEHICLE - STOLEN,24,F,Knife,Yes
Hyderabad,COUNTERFEITING,57,M,Explosives,No
Indore,FIREARM OFFENSE,79,M,Other,Yes
Visakhapatnam,VEHICLE - STOLEN,26,F,Explosives,Yes
Rajkot,ASSAULT,27,F,Explosives,No
Jaipur,BURGLARY,28,F,Firearm,No
Surat,VANDALISM,43,F,None,Yes
Agra,EXTORTION,76,F,Other,Yes
Pune,ILLEGAL POSSESSION,49,F,Other,No
Mumbai,SHOPLIFTING,17,M,Poison,No
Nagpur,ROBBERY,34,M,Explosives,Yes
Nagpur,VEHICLE - STOLEN,40,M,Poison,Yes
Kolkata,ILLEGAL POSSESSION,54,F,Poison,Yes
Pune,VANDALISM,53,M,Firearm,Yes
Ahmedabad,PUBLIC INTOXICATION,65,M,Explosives,No
Nashik,FRAUD,79,F,Knife,No
Lucknow,ILLEGAL POSSESSION,67,M,Poison,Yes
Patna,KIDNAPPING,68,F,Firearm,Yes
Kolkata,COUNTERFEITING,58,F,Knife,No
Pune,ASSAULT,59,F,Other,No
Delhi,FRAUD,56,F,Explosives,No
Bhopal,SHOPLIFTING,77,F,Blunt Object,No
Hyderabad,DRUG OFFENSE,71,F,Poison,Yes
Bangalore,ASSAULT,64,F,Blunt Object,Yes
Mumbai,SEXUAL ASSAULT,48,M,None,No
Kanpur,KIDNAPPING,16,F,Other,No
Delhi,DOMESTIC VIOLENCE,74,M,Blunt Object,Yes
Ahmedabad,ILLEGAL POSSESSION,20,F,Poison,No
Delhi,DOMESTIC VIOLENCE,70,F,Explosives,No
Patna,CYBERCRIME,77,F,Explosives,Yes
Delhi,SHOPLIFTING,44,F,Explosives,No
Kolkata,FIREARM OFFENSE,67,F,Other,Yes
Delhi,ROBBERY,43,F,Blunt Object,Yes
Varanasi,FRAUD,71,F,Explosives,Yes
Bangalore,TRAFFIC VIOLATION,35,F,Poison,No
Ludhiana,CYBERCRIME,46,F,Poison,No
Varanasi,BURGLARY,77,F,Explosives,Yes
Nagpur,CYBERCRIME,65,M,Blunt Object,Yes
Delhi,COUNTERFEITING,23,F,None,No
Hyderabad,DOMESTIC VIOLENCE,58,F,Knife,Yes
Chennai,ASSAULT,20,F,Firearm,Yes
Kolkata,CYBERCRIME,18,F,Explosives,No
Bangalore,ROBBERY,10,F,Blunt Object,Yes
Kolkata,VANDALISM,14,M,Blunt Object,No
Ahmedabad,ARSON,11,M,Knife,No
Ahmedabad,CYBERCRIME,23,F,Poison,No
Delhi,SHOPLIFTING,34,M,None,No
Mumbai,TRAFFIC VIOLATION,27,M,Knife,No
Chennai,TRAFFIC VIOLATION,36,F,Knife,No
Delhi,PUBLIC INTOXICATION,27,F,Other,No
Delhi,COUNTERFEITING,63,F,Other,No
Bangalore,KIDNAPPING,31,M,Knife,No
Pune,COUNTERFEITING,59,F,Knife,No
Ahmedabad,BURGLARY,27,F,Explosives,Yes
Delhi,ILLEGAL POSSESSION,43,F,Explosives,Yes
Faridabad,ASSAULT,74,F,None,No
Kanpur,BURGLARY,41,F,Explosives,Yes
Faridabad,EXTORTION,79,F,Other,Yes
Chennai,ARSON,59,M,Explosives,Yes
Chennai,CYBERCRIME,79,F,None,No
Patna,ILLEGAL POSSESSION,56,F,Firearm,No
Thane,SEXUAL ASSAULT,15,F,Other,Yes
Agra,ROBBERY,49,M,Other,Yes
Kanpur,ARSON,48,F,Poison,Yes
Ludhiana,ASSAULT,43,F,None,No
Pune,DOMESTIC VIOLENCE,64,F,Poison,Yes
Bangalore,VANDALISM,59,M,Blunt Object,Yes
Jaipur,PUBLIC INTOXICATION,79,M,Blunt Object,Yes
Pune,IDENTITY THEFT,11,M,None,No
Delhi,DRUG OFFENSE,59,F,Other,No
Chennai,PUBLIC INTOXICATION,34,F,Explosives,Yes
Visakhapatnam,CYBERCRIME,12,F,None,No
Nagpur,SHOPLIFTING,74,F,Poison,Yes
Lucknow,BURGLARY,61,M,None,No
Jaipur,ROBBERY,43,F,Poison,Yes
Patna,IDENTITY THEFT,11,F,Knife,No
Bangalore,CYBERCRIME,39,F,Knife,No
Bhopal,CYBERCRIME,66,M,Other,No
Chennai,ILLEGAL POSSESSION,69,F,Blunt Object,No
Chennai,COUNTERFEITING,40,F,None,Yes
Surat,ASSAULT,34,F,Firearm,Yes
Bhopal,CYBERCRIME,29,F,Poison,Yes
Bangalore,SHOPLIFTING,71,M,Knife,No
Surat,COUNTERFEITING,47,M,Explosives,No
Bangalore,ARSON,57,M,None,Yes
Ahmedabad,DOMESTIC VIOLENCE,38,M,Knife,Yes
Mumbai,VEHICLE - STOLEN,55,F,Poison,No
Agra,HOMICIDE,58,F,Knife,Yes
Mumbai,SEXUAL ASSAULT,32,M,None,Yes
Chennai,BURGLARY,32,M,Knife,Yes
Visakhapatnam,COUNTERFEITING,36,M,Other,Yes
Pune,ROBBERY,32,F,Explosives,Yes
Delhi,HOMICIDE,75,F,Explosives,Yes
Delhi,COUNTERFEITING,20,M,Poison,Yes
Pune,DOMESTIC VIOLENCE,62,F,Blunt Object,Yes
Hyderabad,PUBLIC INTOXICATION,15,F,Other,Yes
Delhi,EXTORTION,58,M,Knife,No
Jaipur,ILLEGAL POSSESSION,22,M,Poison,Yes
Ghaziabad,CYBERCRIME,76,M,Explosives,No
Bangalore,COUNTERFEITING,68,M,Other,No
Ghaziabad,ROBBERY,41,F,Explosives,No
Bangalore,KIDNAPPING,38,M,None,No
Patna,ILLEGAL POSSESSION,31,M,Explosives,Yes
Bangalore,ROBBERY,10,F,Other,No
Indore,KIDNAPPING,28,M,Knife,Yes
Delhi,TRAFFIC VIOLATION,24,F,Poison,No
Delhi,PUBLIC INTOXICATION,24,F,Blunt Object,Yes
Indore,IDENTITY THEFT,61,M,Explosives,Yes
Agra,FRAUD,35,F,None,Yes
Bangalore,CYBERCRIME,36,F,Knife,No
Delhi,KIDNAPPING,17,M,Other,Yes
Lucknow,ROBBERY,74,F,Blunt Object,Yes
Ghaziabad,PUBLIC INTOXICATION,38,M,Blunt Object,No
Hyderabad,CYBERCRIME,19,F,Poison,Yes
Kanpur,EXTORTION,24,F,Firearm,Yes
Jaipur,COUNTERFEITING,51,F,Firearm,No
Hyderabad,ROBBERY,57,F,Explosives,No
Mumbai,VANDALISM,19,M,None,No
Hyderabad,SEXUAL ASSAULT,26,F,Firearm,Yes
Kanpur,ILLEGAL POSSESSION,63,F,Blunt Object,No
Delhi,FRAUD,36,F,Knife,Yes
Mumbai,DOMESTIC VIOLENCE,61,M,Blunt Object,No
Bangalore,DRUG OFFENSE,79,F,Poison,No
Meerut,TRAFFIC VIOLATION,60,M,None,No
Surat,FIREARM OFFENSE,10,M,Knife,Yes
Bangalore,FIREARM OFFENSE,29,F,Other,Yes
Jaipur,EXTORTION,64,M,Firearm,Yes
Kolkata,ILLEGAL POSSESSION,57,M,None,No
Mumbai,HOMICIDE,31,F,Poison,Yes
Patna,CYBERCRIME,31,F,None,No
Delhi,ILLEGAL POSSESSION,76,F,Explosives,Yes
Delhi,ILLEGAL POSSESSION,47,M,Explosives,No
Bhopal,VEHICLE - STOLEN,76,F,None,Yes
Delhi,ARSON,10,F,Explosives,No
Kolkata,COUNTERFEITING,24,M,None,No
Mumbai,COUNTERFEITING,25,F,None,No
Bangalore,VEHICLE - STOLEN,16,F,None,Yes
Bangalore,HOMICIDE,56,F,Blunt Object,No
Kolkata,FIREARM OFFENSE,30,F,Knife,Yes
Bhopal,BURGLARY,57,F,None,No
Mumbai,COUNTERFEITING,11,M,Blunt Object,Yes
Hyderabad,DRUG OFFENSE,50,F,Other,No
Kolkata,SEXUAL ASSAULT,19,F,Poison,No
Hyderabad,FIREARM OFFENSE,42,F,Blunt Object,Yes
Chennai,ARSON,16,F,Blunt Object,No
Kolkata,ROBBERY,10,M,Poison,No
Delhi,FIREARM OFFENSE,47,F,Firearm,Yes
Mumbai,ASSAULT,13,M,Poison,No
Kanpur,ASSAULT,40,F,Poison,Yes
Kanpur,FIREARM OFFENSE,56,M,None,No
Lucknow,COUNTERFEITING,68,F,None,No
Bhopal,ASSAULT,36,F,Other,Yes
Nagpur,VANDALISM,49,F,Knife,No
Bangalore,ROBBERY,58,F,Other,No
Varanasi,SEXUAL ASSAULT,24,F,Poison,No
Patna,CYBERCRIME,43,F,None,Yes
Pune,KIDNAPPING,78,M,Other,No
Delhi,VEHICLE - STOLEN,44,F,None,No
Patna,FRAUD,64,F,Poison,No
Kanpur,HOMICIDE,59,F,None,No
Hyderabad,PUBLIC INTOXICATION,63,M,Knife,Yes
Bangalore,CYBERCRIME,30,M,None,Yes
Delhi,SEXUAL ASSAULT,56,M,Firearm,No
Ahmedabad,FIREARM OFFENSE,10,M,Knife,No
Agra,DOMESTIC VIOLENCE,14,F,Knife,Yes
Kolkata,DOMESTIC VIOLENCE,40,F,None,Yes
Bangalore,FIREARM OFFENSE,24,M,Explosives,Yes
Delhi,ARSON,75,M,Blunt Object,Yes
Delhi,CYBERCRIME,32,M,Poison,Yes
Delhi,VEHICLE - STOLEN,71,M,None,No
Delhi,DOMESTIC VIOLENCE,38,M,Poison,No
Kolkata,DOMESTIC VIOLENCE,77,M,None,Yes
Bangalore,VEHICLE - STOLEN,12,F,Blunt Object,Yes
Bangalore,SHOPLIFTING,14,F,Poison,No
Lucknow,ARSON,26,F,Blunt Object,Yes
Mumbai,CYBERCRIME,44,M,Poison,Yes
Mumbai,VEHICLE - STOLEN,20,F,None,No
Patna,PUBLIC INTOXICATION,43,F,Poison,No
Mumbai,ILLEGAL POSSESSION,78,M,Explosives,No
Mumbai,ILLEGAL POSSESSION,16,F,Knife,No
Delhi,DRUG OFFENSE,53,F,Poison,No
Pune,DOMESTIC VIOLENCE,69,F,Blunt Object,No
Mumbai,TRAFFIC VIOLATION,41,M,Other,No
Mumbai,TRAFFIC VIOLATION,54,F,Poison,No
Chennai,SHOPLIFTING,48,F,Poison,Yes
Kolkata,VEHICLE - STOLEN,28,F,Knife,No
Jaipur,FRAUD,64,M,Poison,Yes
Patna,CYBERCRIME,70,F,Poison,Yes
Delhi,FIREARM OFFENSE,60,F,Other,Yes
Mumbai,TRAFFIC VIOLATION,50,F,None,No
Delhi,PUBLIC INTOXICATION,47,M,Knife,Yes
Pune,DRUG OFFENSE,57,F,None,Yes
Jaipur,ASSAULT,78,F,Explosives,Yes
Kolkata,SHOPLIFTING,57,M,None,No
Delhi,ILLEGAL POSSESSION,41,M,Firearm,Yes
Delhi,ROBBERY,51,F,Knife,Yes
Bhopal,TRAFFIC VIOLATION,77,F,Explosives,No
Bangalore,PUBLIC INTOXICATION,23,M,Blunt Object,Yes
Ludhiana,SEXUAL ASSAULT,51,F,Firearm,Yes
Chennai,EXTORTION,45,F,Firearm,No
Pune,ILLEGAL POSSESSION,30,F,None,Yes
Patna,DOMESTIC VIOLENCE,36,F,Firearm,Yes
Meerut,PUBLIC INTOXICATION,55,F,Explosives,Yes
Pune,BURGLARY,62,M,Firearm,No
Nashik,VANDALISM,79,F,None,Yes
Mumbai,PUBLIC INTOXICATION,58,F,Blunt Object,Yes
Jaipur,SEXUAL ASSAULT,35,M,Knife,No
Thane,ASSAULT,67,F,Poison,No
Bhopal,HOMICIDE,74,M,None,No
Mumbai,KIDNAPPING,18,F,Blunt Object,Yes
Faridabad,COUNTERFEITING,58,M,Explosives,No
Chennai,ROBBERY,68,F,Other,No
Delhi,TRAFFIC VIOLATION,33,M,Knife,No
Kanpur,CYBERCRIME,54,F,Blunt Object,Yes
Jaipur,IDENTITY THEFT,70,F,Firearm,Yes
Kolkata,ARSON,63,F,None,No
Jaipur,FRAUD,35,F,Blunt Object,Yes
Visakhapatnam,HOMICIDE,40,F,Poison,No
Pune,VANDALISM,30,F,Other,Yes
Chennai,BURGLARY,25,F,Poison,Yes
Delhi,EXTORTION,50,F,Firearm,No
Ludhiana,ASSAULT,74,F,None,Yes
Bhopal,FIREARM OFFENSE,20,F,Other,No
Kolkata,DRUG OFFENSE,46,M,Firearm,Yes
Pune,DRUG OFFENSE,24,F,Firearm,No
Chennai,EXTORTION,56,F,Blunt Object,No
Rajkot,FRAUD,77,F,None,Yes
Mumbai,FRAUD,75,M,Explosives,No
Visakhapatnam,DOMESTIC VIOLENCE,11,F,None,No
Delhi,SEXUAL ASSAULT,19,F,None,Yes
Kolkata,PUBLIC INTOXICATION,54,M,Blunt Object,No
Mumbai,VEHICLE - STOLEN,23,M,Other,Yes
Kolkata,FRAUD,29,M,None,Yes
Kolkata,VEHICLE - STOLEN,21,F,Firearm,Yes
Hyderabad,IDENTITY THEFT,62,F,Blunt Object,No
Bangalore,VANDALISM,51,F,Explosives,Yes
Delhi,DOMESTIC VIOLENCE,55,M,Firearm,Yes
Jaipur,COUNTERFEITING,15,F,Blunt Object,No
Hyderabad,TRAFFIC VIOLATION,18,F,Explosives,No
Ahmedabad,BURGLARY,55,F,Knife,No
Jaipur,COUNTERFEITING,55,M,Poison,No
Jaipur,ARSON,36,F,Explosives,No
Bangalore,COUNTERFEITING,70,F,Knife,No
Kolkata,CYBERCRIME,46,F,Other,Yes
Hyderabad,DOMESTIC VIOLENCE,41,F,Knife,No
Delhi,SEXUAL ASSAULT,23,F,None,Yes
Pune,PUBLIC INTOXICATION,52,F,Firearm,No
Patna,SEXUAL ASSAULT,46,M,Firearm,Yes
Ludhiana,ARSON,73,F,Explosives,No
Kolkata,DOMESTIC VIOLENCE,70,M,Firearm,Yes
Jaipur,SHOPLIFTING,59,F,Blunt Object,No
Delhi,BURGLARY,78,M,Poison,Yes
Jaipur,ILLEGAL POSSESSION,28,F,None,No
Ghaziabad,ASSAULT,20,F,Blunt Object,No
Delhi,FIREARM OFFENSE,58,M,Other,No
Indore,DRUG OFFENSE,78,F,Blunt Object,Yes
Kolkata,EXTORTION,31,F,None,No
Lucknow,CYBERCRIME,24,F,Firearm,No
Nagpur,BURGLARY,47,F,Knife,No
Delhi,EXTORTION,23,F,None,No
Kolkata,ASSAULT,22,M,Poison,Yes
Varanasi,TRAFFIC VIOLATION,26,F,Blunt Object,No
Mumbai,VANDALISM,79,F,Poison,No
Bangalore,CYBERCRIME,68,F,None,No
Surat,COUNTERFEITING,79,F,Firearm,Yes
Kolkata,VANDALISM,55,F,Firearm,Yes
Rajkot,DRUG OFFENSE,62,F,Firearm,No
Agra,EXTORTION,40,M,None,No
Ludhiana,KIDNAPPING,64,F,Explosives,No
Surat,DOMESTIC VIOLENCE,40,F,Blunt Object,No
Vasai,COUNTERFEITING,51,F,Blunt Object,Yes
Vasai,DOMESTIC VIOLENCE,60,M,None,No
Chennai,BURGLARY,20,F,Explosives,Yes
Mumbai,VEHICLE - STOLEN,29,F,Explosives,No
Mumbai,VEHICLE - STOLEN,44,F,Firearm,No
Kolkata,FIREARM OFFENSE,59,F,Explosives,Yes
Patna,TRAFFIC VIOLATION,20,M,Poison,Yes
Varanasi,TRAFFIC VIOLATION,32,F,None,No
Lucknow,VANDALISM,48,F,Knife,No
Mumbai,ASSAULT,26,F,Firearm,Yes
Visakhapatnam,KIDNAPPING,23,F,Knife,Yes
Ghaziabad,FIREARM OFFENSE,32,M,Other,No
Thane,SHOPLIFTING,40,F,Blunt Object,No
Chennai,DRUG OFFENSE,30,F,None,No
Hyderabad,KIDNAPPING,37,F,Poison,No
Kolkata,EXTORTION,40,F,Knife,No
Surat,VANDALISM,66,M,Other,No
Mumbai,EXTORTION,75,M,Blunt Object,Yes
Hyderabad,EXTORTION,16,F,None,Yes
Varanasi,DOMESTIC VIOLENCE,23,F,Blunt Object,Yes
Surat,ASSAULT,19,F,Knife,Yes
Indore,ROBBERY,44,F,Other,Yes
Hyderabad,ARSON,58,F,Blunt Object,No
Delhi,COUNTERFEITING,45,M,Poison,Yes
Lucknow,DOMESTIC VIOLENCE,21,F,Other,Yes
Mumbai,FIREARM OFFENSE,15,F,Blunt Object,No
Delhi,IDENTITY THEFT,18,F,Blunt Object,No
Kanpur,VEHICLE - STOLEN,49,F,Explosives,Yes
Mumbai,SHOPLIFTING,48,M,Explosives,Yes
Mumbai,FIREARM OFFENSE,16,M,None,Yes
Kanpur,VEHICLE - STOLEN,10,M,Firearm,Yes
Lucknow,ASSAULT,69,F,Poison,No
Bangalore,IDENTITY THEFT,19,F,Blunt Object,No
Kolkata,DOMESTIC VIOLENCE,24,M,Other,Yes
Hyderabad,ARSON,12,F,Knife,No
Delhi,CYBERCRIME,70,F,Blunt Object,Yes
Rajkot,VEHICLE - STOLEN,12,M,Firearm,Yes
Faridabad,IDENTITY THEFT,22,M,Other,No
Visakhapatnam,CYBERCRIME,22,M,None,Yes
Meerut,ILLEGAL POSSESSION,30,M,Poison,Yes
Mumbai,ROBBERY,75,M,Blunt Object,No
Ahmedabad,TRAFFIC VIOLATION,16,F,Explosives,No
Hyderabad,DRUG OFFENSE,60,F,Poison,No
Delhi,SEXUAL ASSAULT,40,M,Blunt Object,Yes
Thane,IDENTITY THEFT,45,F,None,Yes
Delhi,COUNTERFEITING,60,F,Knife,Yes
Nagpur,IDENTITY THEFT,20,F,Firearm,Yes
Delhi,FRAUD,51,F,Poison,Yes
Nagpur,VEHICLE - STOLEN,39,F,Blunt Object,No
Mumbai,ARSON,58,M,Poison,No
Bhopal,COUNTERFEITING,50,F,Knife,No
Delhi,ROBBERY,37,F,None,Yes
Jaipur,EXTORTION,19,M,None,No
Delhi,HOMICIDE,32,F,Firearm,Yes
Ghaziabad,VANDALISM,68,F,None,No
Agra,TRAFFIC VIOLATION,22,F,Firearm,Yes
Kanpur,ROBBERY,23,F,Poison,No
Bangalore,TRAFFIC VIOLATION,10,M,Knife,Yes
Delhi,EXTORTION,73,F,None,Yes
Pune,FIREARM OFFENSE,25,F,Poison,Yes
Bangalore,FRAUD,23,M,Poison,Yes
Delhi,SHOPLIFTING,41,F,Blunt Object,Yes
Chennai,ROBBERY,16,F,None,No
Hyderabad,BURGLARY,34,M,Blunt Object,No
Hyderabad,SHOPLIFTING,39,F,Poison,No
Patna,SEXUAL ASSAULT,18,F,Firearm,Yes
Pune,KIDNAPPING,17,F,Explosives,Yes
Meerut,DOMESTIC VIOLENCE,44,F,Knife,No
Mumbai,KIDNAPPING,51,F,Knife,Yes
Lucknow,HOMICIDE,79,F,Knife,No
Ahmedabad,ASSAULT,75,F,Explosives,No
Delhi,ILLEGAL POSSESSION,57,F,Other,Yes
Ahmedabad,FRAUD,16,F,Other,Yes
Kanpur,VANDALISM,16,F,Blunt Object,Yes
Bangalore,KIDNAPPING,24,F,None,No
Kanpur,ILLEGAL POSSESSION,20,F,Poison,Yes
Mumbai,VANDALISM,14,F,None,Yes
Mumbai,IDENTITY THEFT,21,M,Poison,No
Pune,IDENTITY THEFT,39,F,Explosives,No
Hyderabad,HOMICIDE,67,M,Firearm,Yes
Mumbai,ARSON,15,F,Explosives,Yes
Patna,SHOPLIFTING,70,F,Firearm,Yes
Chennai,KIDNAPPING,61,M,None,No
Kolkata,BURGLARY,59,M,Explosives,No
Kolkata,PUBLIC INTOXICATION,27,F,Firearm,No
Chennai,CYBERCRIME,60,F,Explosives,Yes
Ahmedabad,EXTORTION,18,F,Poison,Yes
Delhi,HOMICIDE,43,M,None,No
Indore,VANDALISM,53,F,Firearm,Yes
Ghaziabad,CYBERCRIME,68,F,Firearm,Yes
Kolkata,SEXUAL ASSAULT,44,F,Knife,No
Mumbai,CYBERCRIME,17,F,Blunt Object,Yes
Surat,BURGLARY,76,F,Explosives,Yes
Chennai,PUBLIC INTOXICATION,11,M,Explosives,No
Delhi,PUBLIC INTOXICATION,78,M,Knife,No
Pune,BURGLARY,39,M,Poison,Yes
Hyderabad,VANDALISM,65,F,Knife,No
Mumbai,ILLEGAL POSSESSION,42,M,Poison,Yes
Mumbai,KIDNAPPING,36,M,Blunt Object,Yes
Hyderabad,ROBBERY,35,M,Firearm,Yes
Mumbai,CYBERCRIME,46,F,Knife,No
Mumbai,VEHICLE - STOLEN,11,F,Knife,Yes
Kolkata,ARSON,53,F,Firearm,No
Bangalore,SEXUAL ASSAULT,36,F,Knife,Yes
Thane,KIDNAPPING,73,F,Blunt Object,No
Thane,SHOPLIFTING,79,M,Other,No
Chennai,TRAFFIC VIOLATION,61,M,Poison,Yes
Mumbai,COUNTERFEITING,30,F,None,Yes
Meerut,COUNTERFEITING,28,F,Knife,No
Lucknow,ROBBERY,63,F,Blunt Object,No
Bangalore,SHOPLIFTING,24,M,None,No
Hyderabad,DRUG OFFENSE,78,F,Poison,No
Bhopal,ARSON,34,F,Blunt Object,No
Mumbai,HOMICIDE,71,F,Knife,Yes
Delhi,SHOPLIFTING,78,F,Firearm,No
Chennai,VEHICLE - STOLEN,68,F,Knife,No
Bhopal,ARSON,11,F,Explosives,Yes
Kanpur,EXTORTION,38,M,Firearm,Yes
Delhi,VEHICLE - STOLEN,73,F,None,Yes
Hyderabad,VEHICLE - STOLEN,78,F,Blunt Object,Yes
Bangalore,ROBBERY,11,F,Knife,Yes
Bangalore,IDENTITY THEFT,40,M,Poison,Yes
Lucknow,PUBLIC INTOXICATION,19,F,Poison,No
Bangalore,IDENTITY THEFT,66,F,Knife,No
Kalyan,ASSAULT,39,F,Other,Yes
Agra,CYBERCRIME,44,F,Knife,Yes
Srinagar,ROBBERY,49,F,None,No
Ghaziabad,DRUG OFFENSE,47,F,Knife,No
Delhi,BURGLARY,59,M,Poison,No
Mumbai,VEHICLE - STOLEN,64,F,Explosives,No
Delhi,HOMICIDE,42,F,Poison,No
Bangalore,DRUG OFFENSE,12,F,Poison,Yes
Nagpur,ROBBERY,33,F,Explosives,No
Srinagar,FRAUD,56,M,Explosives,Yes
Kolkata,IDENTITY THEFT,74,F,Blunt Object,No
Bangalore,HOMICIDE,38,M,Poison,No
Patna,COUNTERFEITING,66,F,Other,Yes
Hyderabad,ILLEGAL POSSESSION,15,F,Explosives,No
Chennai,BURGLARY,62,F,Explosives,Yes
Varanasi,SEXUAL ASSAULT,54,M,Blunt Object,No
Srinagar,FRAUD,27,F,Other,No
Thane,DRUG OFFENSE,66,F,Knife,No
Delhi,DRUG OFFENSE,19,F,Knife,Yes
Chennai,KIDNAPPING,59,F,Knife,No
Visakhapatnam,ROBBERY,28,M,Explosives,No
Bangalore,SEXUAL ASSAULT,68,F,Other,No
Delhi,FRAUD,70,M,None,No
Pune,SHOPLIFTING,17,F,Knife,Yes
Bangalore,PUBLIC INTOXICATION,16,F,Explosives,Yes
Patna,KIDNAPPING,62,M,Knife,No
Lucknow,HOMICIDE,26,M,Poison,No
Thane,HOMICIDE,57,F,Poison,No
Delhi,EXTORTION,76,F,Other,Yes
Delhi,SHOPLIFTING,53,F,Explosives,No
Chennai,SHOPLIFTING,20,F,Other,No
Delhi,ARSON,23,F,Other,No
Mumbai,BURGLARY,54,M,None,Yes
Kolkata,CYBERCRIME,49,F,Blunt Object,No
Kolkata,HOMICIDE,31,F,Firearm,Yes
Delhi,DRUG OFFENSE,21,F,Blunt Object,No
Chennai,ROBBERY,22,M,Explosives,Yes
Chennai,EXTORTION,37,F,Blunt Object,No
Chennai,DRUG OFFENSE,37,F,None,No
Kolkata,FRAUD,44,M,Poison,No
Mumbai,ROBBERY,39,F,None,Yes
Kolkata,DOMESTIC VIOLENCE,73,F,Firearm,Yes
Lucknow,VANDALISM,31,F,Knife,No
Pune,BURGLARY,73,F,Firearm,Yes
Bangalore,BURGLARY,20,F,None,No
Kanpur,FRAUD,14,M,Blunt Object,Yes
Jaipur,DRUG OFFENSE,30,F,Firearm,Yes
Kolkata,VEHICLE - STOLEN,65,F,Explosives,Yes
Mumbai,HOMICIDE,20,F,Other,Yes
Patna,VEHICLE - STOLEN,70,M,Blunt Object,Yes
Hyderabad,BURGLARY,20,F,Blunt Object,Yes
Jaipur,VEHICLE - STOLEN,13,M,Explosives,No
Mumbai,ILLEGAL POSSESSION,30,F,Knife,Yes
Mumbai,CYBERCRIME,14,M,None,Yes
Ahmedabad,BURGLARY,79,M,Explosives,Yes
Mumbai,DOMESTIC VIOLENCE,68,F,Firearm,No
Pune,SHOPLIFTING,72,F,None,No
Hyderabad,ROBBERY,38,F,None,Yes
Hyderabad,KIDNAPPING,15,M,None,Yes
Delhi,PUBLIC INTOXICATION,25,M,Firearm,Yes
Visakhapatnam,VANDALISM,27,F,Explosives,No
Thane,VEHICLE - STOLEN,45,F,Firearm,No
Nashik,ROBBERY,64,M,Other,No
Lucknow,TRAFFIC VIOLATION,16,F,Other,No
Pune,CYBERCRIME,44,F,Blunt Object,Yes
